trial,scene_id,context,generation_rule,condition,raw_voice_id,pp,ans_ori,ans_llm,pp_id
2,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,1,clone,P05,,,P05
3,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,2,clone,P05,,,P05
4,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,3,clone,P05,,,P05
5,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,1,clone,P05,,,P05
6,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,2,clone,P05,,,P05
7,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,2,robotic_male,P05,,,P05
8,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,1,robotic_male,P05,,,P05
9,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,3,robotic_male,P05,,,P05
10,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,2,robotic_male,P05,,,P05
11,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,1,robotic_male,P05,,,P05
12,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,3,robotic_male,P05,,,P05
1,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,1,clone,P02,,,P02
2,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,2,clone,P02,,,P02
3,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,3,clone,P02,,,P02
4,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,1,clone,P02,,,P02
5,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,2,clone,P02,,,P02
6,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,3,clone,P02,,,P02
7,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,3,robotic_male,P02,,,P02
8,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,2,robotic_male,P02,,,P02
9,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,1,robotic_male,P02,,,P02
10,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,3,robotic_male,P02,,,P02
11,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,2,robotic_male,P02,,,P02
12,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,1,robotic_male,P02,,,P02
1,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,2,clone,P03,,,P03
2,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,3,clone,P03,,,P03
3,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,1,clone,P03,,,P03
4,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,2,clone,P03,,,P03
5,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,3,clone,P03,,,P03
6,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,1,clone,P03,,,P03
7,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,1,robotic_female,P03,,,P03
8,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,3,robotic_female,P03,,,P03
9,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,2,robotic_female,P03,,,P03
10,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,1,robotic_female,P03,,,P03
11,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,3,robotic_female,P03,,,P03
12,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,2,robotic_female,P03,,,P03
1,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,2,clone,P04,,,P04
2,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,3,clone,P04,,,P04
3,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,1,clone,P04,,,P04
4,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,2,clone,P04,,,P04
5,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,3,clone,P04,,,P04
6,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,1,clone,P04,,,P04
7,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,1,robotic_female,P04,,,P04
8,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,3,robotic_female,P04,,,P04
9,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,2,robotic_female,P04,,,P04
10,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,1,robotic_female,P04,,,P04
11,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,3,robotic_female,P04,,,P04
12,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,2,robotic_female,P04,,,P04
1,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,2,robotic_male,P22,,,P22
2,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,3,robotic_male,P22,,,P22
3,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,1,robotic_male,P22,,,P22
4,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,2,robotic_male,P22,,,P22
5,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,3,robotic_male,P22,,,P22
6,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,1,robotic_male,P22,,,P22
7,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,1,clone,P22,,,P22
8,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,3,clone,P22,,,P22
9,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,2,clone,P22,,,P22
10,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,1,clone,P22,,,P22
11,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,3,clone,P22,,,P22
12,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,2,clone,P22,,,P22
1,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,1,clone,P25,,,P25
2,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,2,clone,P25,,,P25
3,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,3,clone,P25,,,P25
4,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,1,clone,P25,,,P25
5,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,2,clone,P25,,,P25
6,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,3,clone,P25,,,P25
7,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,3,robotic_female,P25,,,P25
8,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,2,robotic_female,P25,,,P25
9,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,1,robotic_female,P25,,,P25
10,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,3,robotic_female,P25,,,P25
11,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,2,robotic_female,P25,,,P25
12,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,1,robotic_female,P25,,,P25
1,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,3,robotic_male,P13,,,P13
2,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,2,robotic_male,P13,,,P13
3,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,1,robotic_male,P13,,,P13
4,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,3,robotic_male,P13,,,P13
5,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,2,robotic_male,P13,,,P13
6,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,1,robotic_male,P13,,,P13
7,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,1,clone,P13,,,P13
8,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,2,clone,P13,,,P13
9,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,3,clone,P13,,,P13
10,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,1,clone,P13,,,P13
11,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,2,clone,P13,,,P13
12,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,3,clone,P13,,,P13
1,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,3,robotic_male,P14,,,P14
2,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,2,robotic_male,P14,,,P14
3,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,1,robotic_male,P14,,,P14
4,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,3,robotic_male,P14,,,P14
5,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,2,robotic_male,P14,,,P14
6,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,1,robotic_male,P14,,,P14
7,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,1,clone,P14,,,P14
8,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,2,clone,P14,,,P14
9,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,3,clone,P14,,,P14
10,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,1,clone,P14,,,P14
11,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,2,clone,P14,,,P14
12,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,3,clone,P14,,,P14
1,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,1,robotic_female,P15,,,P15
2,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,3,robotic_female,P15,,,P15
3,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,2,robotic_female,P15,,,P15
4,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,1,robotic_female,P15,,,P15
5,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,3,robotic_female,P15,,,P15
6,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,2,robotic_female,P15,,,P15
7,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,2,clone,P15,,,P15
8,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,3,clone,P15,,,P15
9,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,1,clone,P15,,,P15
10,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,2,clone,P15,,,P15
11,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,3,clone,P15,,,P15
12,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,1,clone,P15,,,P15
1,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,2,clone,P12,,,P12
2,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,1,clone,P12,,,P12
3,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,3,clone,P12,,,P12
4,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,2,clone,P12,,,P12
5,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,1,clone,P12,,,P12
6,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,3,clone,P12,,,P12
7,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,3,robotic_female,P12,,,P12
8,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,1,robotic_female,P12,,,P12
9,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,2,robotic_female,P12,,,P12
10,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,3,robotic_female,P12,,,P12
11,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,1,robotic_female,P12,,,P12
12,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,2,robotic_female,P12,,,P12
1,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,3,robotic_female,P24,,,P24
2,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,1,robotic_female,P24,,,P24
3,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,2,robotic_female,P24,,,P24
4,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,3,robotic_female,P24,,,P24
5,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,1,robotic_female,P24,,,P24
6,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,2,robotic_female,P24,,,P24
7,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,2,clone,P24,,,P24
8,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,1,clone,P24,,,P24
9,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,3,clone,P24,,,P24
10,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,2,clone,P24,,,P24
11,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,1,clone,P24,,,P24
12,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,3,clone,P24,,,P24
1,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,3,robotic_female,P23,,,P23
2,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,1,robotic_female,P23,,,P23
